evidence_id,evidence_class,experiment_family,story_stage,scientific_role,source_key,quantity,canonical_source_path,canonical_source_sha256,split,training_scale,model_system,seed_set,n_training_seeds,point_estimate,across_training_seed_sd_ddof1,ci95,ci_type,cluster_unit,n_questions,n_unique_images,answer_set_size,metric_id,analysis_role,comparison_class,evidence_readiness,checkpoint_selection,excludes_zero,proposed_figure_use,proposed_table_use,proposed_dissertation_section,proposed_supervisor_slide,appendix_destination,mandatory_limitation
EV-EFF-E9.e8b_B3_R3,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e8b_B3_R3,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e8b_B3_R3,NOT_APPLICABLE,,38.7963,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e9_256m_constrained,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e9_256m_constrained,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e9_256m_constrained,NOT_APPLICABLE,,142.6747,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e9_256m_open,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e9_256m_open,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e9_256m_open,NOT_APPLICABLE,,140.907,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e9_500m_constrained,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e9_500m_constrained,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e9_500m_constrained,NOT_APPLICABLE,,152.854,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.e9_500m_open,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::e9_500m_open,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,e9_500m_open,NOT_APPLICABLE,,151.3801,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.fusion,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::fusion,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,fusion,NOT_APPLICABLE,,6.2081,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-EFF-E9.vocab1000_product,EFF,E9,S14_EFFICIENCY_TRADEOFF,SUPPORTING,E9::vocab1000_product,END_TO_END_SERIAL latency,results/experiments/e9_compact_vlm/e9_results.json,5d42ae9344fa9d7bcd48589645d62b4d0c20db9a3d9d03288bbddd6832ae2caa,"timing sample, not an accuracy split",NOT_APPLICABLE,vocab1000_product,NOT_APPLICABLE,,6.199,,,NO_INTERVAL: warm median over repeated passes; the across-pass spread is recorded in the source artefact,NOT_APPLICABLE,,,,warm_median_serial_latency_ms,SECONDARY,DESCRIPTIVE_ONLY,VERIFIED,no training; evaluation only,,VE0-FIG-09|VE0-FIG-A5,VE0-TAB-06,R8_COMPUTATIONAL_EFFICIENCY,SLIDE-11-COST-PER-QUERY|SLIDE-BACKUP-COMPACT-VLM,VE0-FIG-A5,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Contextual positioning only, never a leaderboard or fair-protocol superiority claim. Training history, multimodal pretraining, answer support and output format all differ, and SmolVLM-256M's text backbone is the Instruct checkpoint where E8A and E8B use base. No comparison is made against published official GQA scores in either direction. timing_kind=END_TO_END_SERIAL; node=otter159.eps.surrey.ac.uk; precision=fp32 inference; batch_size=1; comparable_with_end_to_end=true."
EV-SEED-E10.B4.train_250k,SEED,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/B4/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_250k,B4,0|1|2,3,0.59407,0.0083,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-SEED-E10.B4.train_40k,SEED,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/B4/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_40k,B4,0|1|2,3,0.52636,0.00465,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-SEED-E10.B4r.train_250k,SEED,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/B4r/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_250k,B4r,0|1|2,3,0.59645,0.00343,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-SEED-E10.B4r.train_40k,SEED,E10,S12_ANSWER_SIDE_SLM_360M,CORE,E10/B4r/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e10_capacity_360m_core/e10_core_analysis.json,37ffdcd09aa2bcd306ca9b54229a1d0d17ff203b6b0900e09e5f876ad1ed0748,v2_dev,train_40k,B4r,0|1|2,3,0.53319,0.00474,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Both pretraining-effect intervals contain zero and the seeds disagree in sign; they establish neither equivalence nor the absence of an effect. The 135M-to-360M step is whole-system capacity sensitivity, not an isolated causal language-model-size effect: trainable capacity moves too, 21,343,808 to 21,540,800 parameters, because the projection width follows the hidden size."
EV-SEED-E2.concat.train_250k,SEED,E2,S09_REPRESENTATION_QUALITY,CORE,E2/concat/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e2_siglip/results.json,4c51f60890bdac967915aa96dbad08b676262f2dfa13b5d10bfebd46c5af0a96,v2_dev,train_250k,concat,0|1|2|3|42,5,0.59176,0.00261,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2|VE0-TAB-A3,R_APPENDIX_REPRESENTATION|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Representation quality is not isolated: encoder, embedding width (512 against 768) and head input width all move together. At train_250k the direction rests on stored per-seed means with no clustered interval."
EV-SEED-E2.concat.train_40k,SEED,E2,S09_REPRESENTATION_QUALITY,CORE,E2/concat/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e2_siglip/results.json,4c51f60890bdac967915aa96dbad08b676262f2dfa13b5d10bfebd46c5af0a96,v2_dev,train_40k,concat,0|1|2|3|42,5,0.53938,0.00376,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2|VE0-TAB-A3,R_APPENDIX_REPRESENTATION|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Representation quality is not isolated: encoder, embedding width (512 against 768) and head input width all move together. At train_250k the direction rests on stored per-seed means with no clustered interval."
EV-SEED-E2.fusion.train_250k,SEED,E2,S09_REPRESENTATION_QUALITY,CORE,E2/fusion/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e2_siglip/results.json,4c51f60890bdac967915aa96dbad08b676262f2dfa13b5d10bfebd46c5af0a96,v2_dev,train_250k,fusion,0|1|2|3|42,5,0.59388,0.00317,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2|VE0-TAB-A3,R_APPENDIX_REPRESENTATION|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Representation quality is not isolated: encoder, embedding width (512 against 768) and head input width all move together. At train_250k the direction rests on stored per-seed means with no clustered interval."
EV-SEED-E2.fusion.train_40k,SEED,E2,S09_REPRESENTATION_QUALITY,CORE,E2/fusion/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e2_siglip/results.json,4c51f60890bdac967915aa96dbad08b676262f2dfa13b5d10bfebd46c5af0a96,v2_dev,train_40k,fusion,0|1|2|3|42,5,0.55315,0.00249,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2|VE0-TAB-A3,R_APPENDIX_REPRESENTATION|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. Representation quality is not isolated: encoder, embedding width (512 against 768) and head input width all move together. At train_250k the direction rests on stored per-seed means with no clustered interval."
